turn,heading,epfd,hour,imo,to_bow,course,to_stern,status,callsign,month,to_port,to_starboard,lat,spare_1,destination,maneuver,msg_type,raim,dte,second,ais_version,speed,ship_type,draught,day,accuracy,radio,minute,mmsi,year,repeat,lon,shipname
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,34,,0.0,,,,False,34123,,224220360,,0,2.150235,
TurnRate.NO_TI_LEFT,358,,,,,48.1,,5,,,,,41.319305,b'\x00',,0,1,False,,33,,6.4,,,,True,66893,,224746000,,0,2.168095,
,,1,4,9243447,28,,158,,5BZF3,2,17,9,,b'\x00',PALMA,,5,,False,,0,,60,6.0,12,,,30,210772000,,0,,KERRY
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32772,b'\x00',,0,1,True,,37,,0.0,,,,True,49248,,225987164,,0,2.158152,
-2.0,213,,,,,0.1,,1,,,,,41.30867,b'\x00',,0,3,False,,36,,0.0,,,,False,131072,,277562000,,0,2.19659,
0.0,217,,,,,109.9,,0,,,,,41.311012,b'\x00',,0,1,False,,37,,0.0,,,,True,66947,,636020899,,0,2.150932,
0.0,6,,,,,152.0,,9,,,,,41.369815,b'\x00',,0,1,False,,60,,0.0,,,,True,25720,,224904000,,0,2.185833,
,,1,16,0,24,,18,,V7OG6,10,5,5,,b'\x00',BARCELONA,,5,,False,,0,,37,2.7,14,,,0,538070468,,0,,LIBERTA
0.0,5,,,,,73.2,,15,,,,,41.345815,b'\x00',,0,1,False,,35,,0.0,,,,True,49233,,224026000,,0,2.152007,
TurnRate.NO_TI_DEFAULT,511,,,,,169.0,,5,,,,,41.341367,b'\x00',,0,1,False,,39,,8.6,,,,False,67000,,224350720,,0,2.167517,
0.0,230,,,,,220.1,,0,,,,,41.306203,b'\x00',,0,1,True,,38,,6.5,,,,True,25720,,225987163,,0,2.147578,
TurnRate.NO_TI_DEFAULT,511,,,,,355.2,,0,,,,,41.32166,b'\x00',,0,1,False,,39,,4.7,,,,False,25720,,224569880,,0,2.167398,
0.0,280,,,,,177.3,,5,,,,,41.376697,b'\x00',,0,3,False,,37,,0.0,,,,False,0,,319134300,,0,2.186738,
,,15,18,,,,,,,2,,,41.340808,b'\x00\x00',,,4,True,,39,,,,,11,False,34278,30,2240002,2024,0,2.16463,
0.0,109,,,,,108.2,,0,,,,,41.337803,b'\x00',,0,1,False,,40,,0.1,,,,True,25720,,224569790,,0,2.165848,
12.0,108,,,,,314.5,,0,,,,,41.340307,b'\x00',,0,1,False,,40,,0.0,,,,True,67052,,225994881,,0,2.165445,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,39,,,,,11,False,49324,30,2240991,2024,0,2.141278,
TurnRate.NO_TI_DEFAULT,511,,,,,48.5,,15,,,,,41.346317,b'\x00',,0,1,False,,39,,0.0,,,,True,34296,,225394000,,0,2.152162,
-2.0,8,,,,,284.6,,0,,,,,41.371337,b'\x00',,0,1,False,,40,,0.0,,,,False,114797,,224588000,,0,2.177182,
-0.0,345,,,,,348.1,,0,,,,,41.320795,b'\x00',,0,1,False,,38,,8.1,,,,True,67070,,613013405,,0,2.167797,
,,15,18,,,,,,,2,,,41.417357,b'\x80\x00',,,4,True,,40,,,,,11,False,25720,30,2241128,2024,0,2.114155,
,,15,17,9465100,24,,26,,ZCTS,9,5,5,,b'\x00',BCN,,5,,False,,1,,37,2.3,10,,,0,319676000,,0,,WANDERLUST
0.0,285,,,,,282.6,,0,,,,,41.27167,b'\x00',,0,1,False,,41,,11.4,,,,True,82031,,636011280,,0,2.215508,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340587,b'\x00',,0,1,True,,41,,0.0,,,,True,82019,,224304570,,0,2.165335,
TurnRate.NO_TI_DEFAULT,511,,,,,155.6,,7,,,,,41.372958,b'\x00',,0,1,True,,42,,0.0,,,,True,67126,,224368920,,0,2.18496,
TurnRate.NO_TI_DEFAULT,511,,,,,258.8,,0,,,,,41.378745,b'\x00',,0,1,True,,43,,0.2,,,,False,34364,,224001990,,0,2.182628,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,42,,0.0,,,,True,49259,,224101930,,0,2.144967,
TurnRate.NO_TI_RIGHT,240,,,,,216.3,,0,,,,,41.306113,b'\x00',,0,3,True,,42,,5.4,,,,True,7856,,225987163,,0,2.14749,
0.0,6,,,,,79.0,,0,,,,,41.131478,b'\x00',,0,3,False,,43,,2.2,,,,False,21123,,354340000,,0,2.348367,
TurnRate.NO_TI_DEFAULT,511,,,,,130.2,,7,,,,,41.373703,b'\x00',,0,1,True,,42,,0.1,,,,True,34371,,224066460,,0,2.184973,
0.0,205,,,,,128.0,,5,,,,,41.375,b'\x00',,1,3,False,,42,,0.0,,,,False,0,,224799000,,0,2.183667,
0.0,221,,,,,131.7,,0,,,,,41.297293,b'\x00',,0,1,False,,42,,1.2,,,,False,49285,,636020334,,0,2.466603,
,,1,13,9212034,145,,14,,V7AL8,2,14,13,,b'\x00',ESBCN,,5,,False,,0,,71,8.9,10,,,30,538005024,,0,,RUTH BORCHARD
,,1,13,9212034,145,,14,,V7AL8,2,14,13,,b'\x00',ESBCN,,5,,False,,0,,71,8.9,10,,,30,538005024,,0,,RUTH BORCHARD
0.0,37,,,,,38.6,,0,,,,,41.165652,b'\x00',,0,1,True,,42,,13.3,,,,True,114788,,636019446,,0,2.063893,
0.0,207,,,,,116.0,,5,,,,,41.380167,b'\x00',,0,3,False,,46,,0.0,,,,False,216970,,229249000,,0,2.185365,
0.0,55,,,,,236.5,,0,,,,,41.347968,b'\x00',,0,1,False,,44,,0.0,,,,False,49248,,224327160,,0,2.162723,
2.0,254,,,,,253.4,,0,,,,,41.284533,b'\x00',,0,1,False,,42,,9.8,,,,True,67185,,566725000,,0,2.25265,
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,42,,0.0,,,,False,99973,,224220360,,0,2.150235,
TurnRate.NO_TI_LEFT,342,,,,,15.7,,5,,,,,41.319712,b'\x00',,0,1,False,,42,,7.7,,,,True,82085,,224746000,,0,2.16814,
0.0,6,,,,,14.4,,7,,,,,41.374793,b'\x00',,0,1,False,,44,,0.0,,,,False,67222,,224220140,,0,2.185253,
0.0,117,,,,,40.0,,5,,,,,41.364962,b'\x00',,0,3,False,,43,,0.1,,,,False,0,,538070468,,0,2.186802,
-0.0,192,,,,,98.7,,0,,,,,41.261282,b'\x00',,0,1,False,,46,,1.1,,,,False,34487,,357096000,,0,2.51872,
0.0,26,,,,,310.7,,0,,,,,41.36403,b'\x00',,0,1,False,,43,,0.0,,,,False,2248,,224115180,,0,2.179688,
TurnRate.NO_TI_RIGHT,252,,,,,215.6,,0,,,,,41.306057,b'\x00',,0,3,True,,45,,4.8,,,,True,3888,,225987163,,0,2.147437,
11.0,110,,,,,305.6,,0,,,,,41.340307,b'\x00',,0,1,False,,46,,0.0,,,,True,25720,,225994881,,0,2.165448,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32772,b'\x00',,0,3,True,,46,,0.0,,,,True,851,,225987164,,0,2.158148,
0.0,217,,,,,109.9,,0,,,,,41.31101,b'\x00',,0,1,False,,46,,0.0,,,,True,25720,,636020899,,0,2.150928,
0.0,5,,,,,73.2,,15,,,,,41.345815,b'\x00',,0,1,False,,44,,0.0,,,,True,25720,,224026000,,0,2.152003,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340413,b'\x00',,0,1,True,,47,,0.0,,,,True,25720,,224551570,,0,2.165248,
0.0,6,,,,,152.0,,9,,,,,41.369813,b'\x00',,0,1,False,,60,,0.0,,,,True,2222,,224904000,,0,2.185833,
TurnRate.NO_TI_DEFAULT,511,,,,,175.0,,5,,,,,41.341,b'\x00',,0,1,False,,48,,8.9,,,,False,100114,,224350720,,0,2.16755,
,,15,18,0,9,,9,,EA5146,4,3,3,,b'\x00',BARCELONA,,5,,False,,2,,54,0.0,4,,,0,225987164,,0,,JAK DOS
TurnRate.NO_TI_RIGHT,264,,,,,211.1,,0,,,,,41.30599,b'\x00',,0,1,True,,49,,3.6,,,,True,49256,,225987163,,0,2.147382,
TurnRate.NO_TI_DEFAULT,511,,,,,348.1,,0,,,,,41.321893,b'\x00',,0,1,False,,49,,5.6,,,,False,67406,,224569880,,0,2.167335,
,,15,18,,,,,,,2,,,41.340812,b'\x00\x00',,,4,True,,49,,,,,11,False,34653,30,2240002,2024,0,2.164628,
-0.0,345,,,,,348.3,,0,,,,,41.32116,b'\x00',,0,3,False,,48,,8.0,,,,True,12241,,613013405,,0,2.167703,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,49,,,,,11,False,25720,30,2240991,2024,0,2.141278,
TurnRate.NO_TI_LEFT,110,,,,,108.2,,0,,,,,41.337812,b'\x00',,0,1,False,,51,,0.1,,,,True,100203,,224569790,,0,2.165858,
,,15,18,,,,,,,2,,,41.41736,b'\x80\x00',,,4,True,,50,,,,,11,False,25720,30,2241128,2024,0,2.114153,
-3.0,8,,,,,284.6,,0,,,,,41.371328,b'\x00',,0,1,False,,50,,0.0,,,,False,25720,,224588000,,0,2.177182,
TurnRate.NO_TI_DEFAULT,511,,,,,27.2,,15,,,,,41.346317,b'\x00',,0,1,False,,50,,0.0,,,,True,49242,,225394000,,0,2.152155,
TurnRate.NO_TI_DEFAULT,511,,,,,258.0,,0,,,,,41.378745,b'\x00',,0,1,True,,52,,0.1,,,,False,34692,,224001990,,0,2.182638,
TurnRate.NO_TI_DEFAULT,511,,,,,160.1,,7,,,,,41.372955,b'\x00',,0,1,True,,51,,0.0,,,,True,2238,,224368920,,0,2.184947,
,,3,24,9777668,13,,45,,ZGHJ8,0,5,5,,b'\x00',BARCELONA,,5,,False,,2,,37,3.5,0,,,60,319134300,,0,,VOLPINI 2
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,51,,0.0,,,,True,67485,,224101930,,0,2.144967,
0.0,55,,,,,236.5,,0,,,,,41.347968,b'\x00',,0,1,False,,52,,0.0,,,,False,34722,,224327160,,0,2.16272,
0.0,285,,,,,283.9,,0,,,,,41.271825,b'\x00',,0,1,False,,52,,11.4,,,,True,2224,,636011280,,0,2.214763,
TurnRate.NO_TI_RIGHT,280,,,,,203.3,,0,,,,,41.30595,b'\x00',,0,3,True,,52,,3.1,,,,True,7824,,225987163,,0,2.147357,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,52,,0.0,,,,True,34746,,224304570,,0,2.165335,
0.0,6,,,,,81.0,,0,,,,,41.131493,b'\x00',,0,1,False,,53,,2.1,,,,False,2245,,354340000,,0,2.348493,
TurnRate.NO_TI_DEFAULT,511,,,,,117.0,,7,,,,,41.373707,b'\x00',,0,1,True,,52,,0.0,,,,True,67520,,224066460,,0,2.184968,
0.0,221,,,,,132.0,,0,,,,,41.297255,b'\x00',,0,1,False,,53,,1.1,,,,False,67560,,636020334,,0,2.46666,
0.0,6,,,,,0.0,,7,,,,,41.374797,b'\x00',,0,1,False,,54,,0.0,,,,False,82013,,224220140,,0,2.18524,
TurnRate.NO_TI_LEFT,343,,,,,355.6,,5,,,,,41.320198,b'\x00',,0,1,False,,52,,9.2,,,,True,100349,,224746000,,0,2.167965,
,,1,3,9185047,45,,130,,ELYB2,2,7,22,,b'\x00',ESBCN,,5,,False,,0,,70,6.7,11,,,0,636011280,,0,,UNITED SPIRIT
,,1,8,1010325,15,,15,,9HB4590,9,4,3,,b'\x00',BARCELONA,,5,,False,,1,,37,2.2,2,,,0,256946000,,0,,ETOILE D'AZUR
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,53,,0.0,,,,False,34847,,224220360,,0,2.150235,
2.0,255,,,,,253.8,,0,,,,,41.284383,b'\x00',,0,1,False,,53,,9.7,,,,True,25720,,566725000,,0,2.252017,
TurnRate.NO_TI_RIGHT,295,,,,,195.8,,0,,,,,41.30591,b'\x00',,0,3,True,,55,,2.9,,,,True,4240,,225987163,,0,2.14734,
0.0,284,,,,,162.1,,5,,,,,41.376327,b'\x00',,0,3,False,,56,,0.0,,,,True,83930,,229852000,,0,2.186543,
0.0,26,,,,,310.7,,0,,,,,41.364032,b'\x00',,0,3,False,,54,,0.0,,,,False,29651,,224115180,,0,2.179685,
0.0,6,,,,,152.0,,9,,,,,41.369812,b'\x00',,0,1,False,,60,,0.0,,,,True,49251,,224904000,,0,2.18583,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340413,b'\x00',,0,1,True,,57,,0.0,,,,True,100461,,224551570,,0,2.16525,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32772,b'\x00',,0,1,True,,57,,0.0,,,,True,49249,,225987164,,0,2.15815,
0.0,23,,,,,127.8,,5,,,,,41.333612,b'\x00',,0,3,False,,58,,0.0,,,,False,84938,,215498000,,0,2.15064,
0.0,5,,,,,73.2,,15,,,,,41.345815,b'\x00',,0,1,False,,55,,0.0,,,,True,25720,,224026000,,0,2.152003,
4.0,112,,,,,270.2,,0,,,,,41.340303,b'\x00',,0,1,False,,59,,0.0,,,,True,25720,,225994881,,0,2.165447,
0.0,217,,,,,110.0,,0,,,,,41.311008,b'\x00',,0,1,False,,58,,0.1,,,,True,49275,,636020899,,0,2.150928,
TurnRate.NO_TI_RIGHT,310,,,,,191.1,,0,,,,,41.30587,b'\x00',,0,1,True,,58,,2.9,,,,True,100524,,225987163,,0,2.14733,
TurnRate.NO_TI_DEFAULT,511,,,,,349.5,,0,,,,,41.322187,b'\x00',,0,1,False,,59,,6.5,,,,False,25720,,224569880,,0,2.167268,
0.0,206,,,,,181.8,,5,,,,,41.364583,b'\x00',,0,3,False,,59,,0.0,,,,True,84682,,377901289,,0,2.1878,
,,1,16,9234410,81,,9,,YLOU,2,7,5,,b'\x00',ES BSN,,5,,False,,2,,70,3.2,10,,,0,275488000,,0,,MOONRAY
TurnRate.NO_TI_DEFAULT,511,,,,,180.0,,5,,,,,41.3405,b'\x00',,0,1,False,,0,,8.8,,,,False,49248,,224350720,,0,2.16755,
TurnRate.NO_TI_LEFT,110,,,,,108.2,,0,,,,,41.337808,b'\x00',,0,1,False,,0,,0.1,,,,True,32768,,224569790,,0,2.165852,
6.0,8,,,,,284.6,,0,,,,,41.37132,b'\x00',,0,1,False,,59,,0.0,,,,False,65545,,224588000,,0,2.17718,
,,15,18,,,,,,,2,,,41.340812,b'\x00\x00',,,4,True,,59,,,,,11,False,25724,30,2240002,2024,0,2.164628,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,59,,,,,11,False,49280,30,2240991,2024,0,2.141278,
-4.0,345,,,,,347.9,,0,,,,,41.321548,b'\x00',,0,3,False,,59,,7.9,,,,True,12049,,613013405,,0,2.1676,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,0,,0.0,,,,True,2273,,224304570,,0,2.165332,
,,15,18,,,,,,,2,,,41.417363,b'\x80\x00',,,4,True,,0,,,,,11,False,2250,31,2241128,2024,0,2.114153,
TurnRate.NO_TI_DEFAULT,511,,,,,260.7,,0,,,,,41.378735,b'\x00',,0,1,True,,1,,0.2,,,,False,2261,,224001990,,0,2.182618,
TurnRate.NO_TI_DEFAULT,511,,,,,358.7,,15,,,,,41.346323,b'\x00',,0,1,False,,0,,0.0,,,,True,32820,,225394000,,0,2.15215,
TurnRate.NO_TI_DEFAULT,511,,,,,119.7,,7,,,,,41.373712,b'\x00',,0,1,True,,2,,0.0,,,,True,32858,,224066460,,0,2.18497,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,2,,0.0,,,,True,25724,,224101930,,0,2.14497,
0.0,286,,,,,284.5,,0,,,,,41.271967,b'\x00',,0,1,False,,2,,11.5,,,,True,49269,,636011280,,0,2.214085,
TurnRate.NO_TI_RIGHT,325,,,,,188.6,,0,,,,,41.30581,b'\x00',,0,3,True,,2,,2.8,,,,True,7904,,225987163,,0,2.14732,
0.0,6,,,,,82.0,,0,,,,,41.131507,b'\x00',,0,1,False,,3,,2.1,,,,False,49314,,354340000,,0,2.348623,
0.0,216,,,,,320.5,,5,,,,,41.305422,b'\x00',,0,3,False,,1,,0.0,,,,False,87306,,636023266,,0,2.145697,
0.0,55,,,,,236.5,,0,,,,,41.347967,b'\x00',,0,1,False,,4,,0.0,,,,False,2188,,224327160,,0,2.162717,
0.0,221,,,,,132.0,,0,,,,,41.297222,b'\x00',,0,1,False,,3,,1.1,,,,False,25724,,636020334,,0,2.466715,
5.0,112,,,,,265.4,,0,,,,,41.340303,b'\x00',,0,1,False,,4,,0.0,,,,True,65697,,225994881,,0,2.165448,
0.0,37,,,,,36.7,,0,,,,,41.166673,b'\x00',,0,1,True,,3,,13.3,,,,True,2214,,636019446,,0,2.064947,
0.0,348,,,,,349.8,,5,,,,,41.32063,b'\x00',,0,1,False,,2,,9.4,,,,True,32936,,224746000,,0,2.167825,
0.0,6,,,,,16.5,,7,,,,,41.374795,b'\x00',,0,1,False,,4,,0.0,,,,False,32937,,224220140,,0,2.185237,
TurnRate.NO_TI_RIGHT,334,,,,,189.8,,0,,,,,41.30577,b'\x00',,0,3,True,,5,,2.8,,,,True,4080,,225987163,,0,2.147312,
0.0,5,,,,,253.5,,0,,,,,41.34082,b'\x00',,0,1,False,,4,,0.0,,,,False,49243,,224220360,,0,2.150233,
0.0,26,,,,,310.7,,0,,,,,41.364032,b'\x00',,0,1,False,,3,,0.0,,,,False,65781,,224115180,,0,2.179682,
0.0,6,,,,,115.0,,9,,,,,41.369808,b'\x00',,0,1,False,,60,,0.0,,,,True,25724,,224904000,,0,2.185823,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32771,b'\x00',,0,1,True,,7,,0.0,,,,True,33066,,225987164,,0,2.158153,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340413,b'\x00',,0,1,True,,7,,0.0,,,,True,25724,,224551570,,0,2.165248,
0.0,5,,,,,73.2,,15,,,,,41.345815,b'\x00',,0,1,False,,5,,0.0,,,,True,49233,,224026000,,0,2.151997,
,,1,17,71127,18,,14,,EAZG,7,5,2,,b'\x00',EIVISSA,,5,,False,,0,,69,4.5,16,,,0,224001990,,0,,SOUTHERN CROSS
TurnRate.NO_TI_DEFAULT,511,,,,,183.0,,5,,,,,41.340133,b'\x00',,0,1,False,,9,,8.9,,,,False,49251,,224350720,,0,2.167517,
0.0,217,,,,,108.1,,0,,,,,41.31101,b'\x00',,0,1,False,,8,,0.1,,,,True,2190,,636020899,,0,2.15093,
TurnRate.NO_TI_RIGHT,346,,,,,191.4,,0,,,,,41.305723,b'\x00',,0,1,True,,9,,2.5,,,,True,2215,,225987163,,0,2.147298,
-2.0,8,,,,,284.6,,0,,,,,41.371312,b'\x00',,0,1,False,,10,,0.0,,,,False,82029,,224588000,,0,2.17718,
,,15,18,,,,,,,2,,,41.340813,b'\x00\x00',,,4,True,,9,,,,,11,False,25724,31,2240002,2024,0,2.164628,
TurnRate.NO_TI_DEFAULT,511,,,,,352.6,,0,,,,,41.322535,b'\x00',,0,1,False,,10,,7.0,,,,False,2230,,224569880,,0,2.167207,
-3.0,112,,,,,247.4,,0,,,,,41.340303,b'\x00',,0,3,False,,10,,0.0,,,,True,11841,,225994881,,0,2.165448,
0.0,25,,,,,343.9,,5,,,,,41.358745,b'\x00',,0,3,False,,8,,0.0,,,,True,85226,,636018574,,0,2.175857,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,9,,,,,11,False,98699,31,2240991,2024,0,2.141278,
0.0,345,,,,,347.7,,0,,,,,41.321855,b'\x00',,0,1,False,,8,,7.9,,,,True,114830,,613013405,,0,2.167505,
TurnRate.NO_TI_DEFAULT,511,,,,,359.6,,15,,,,,41.34632,b'\x00',,0,1,False,,9,,0.0,,,,True,98710,,225394000,,0,2.152148,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,10,,0.0,,,,True,25724,,224304570,,0,2.165335,
,,15,18,,,,,,,2,,,41.417365,b'\x80\x00',,,4,True,,10,,,,,11,False,2250,31,2241128,2024,0,2.114153,
TurnRate.NO_TI_DEFAULT,511,,,,,262.0,,0,,,,,41.378738,b'\x00',,0,1,True,,11,,0.1,,,,False,65948,,224001990,,0,2.182613,
0.0,193,,,,,5.0,,5,,,,,41.338438,b'\x00',,0,3,False,,49,,0.0,,,,False,84938,,229353000,,0,2.165608,
,,1,19,9391177,67,,10,,EBXL,3,10,8,,b'\x00',ES BCN,,5,,False,,1,,80,4.2,22,,,0,224327160,,0,,GREENOIL
,,1,12,9398955,77,,8,,ECLF,9,4,12,,b'\x00',BARCELONA,,5,,False,,0,,82,4.8,28,,,0,224220360,,0,,SPABUNKER CINCUENTA
0.0,111,,,,,108.2,,0,,,,,41.337812,b'\x00',,0,1,False,,12,,0.1,,,,True,49295,,224569790,,0,2.165847,
TurnRate.NO_TI_DEFAULT,511,,,,,130.5,,7,,,,,41.373712,b'\x00',,0,1,True,,12,,0.0,,,,True,49241,,224066460,,0,2.184975,
TurnRate.NO_TI_DEFAULT,511,,,,,176.9,,7,,,,,41.372965,b'\x00',,0,1,True,,12,,0.0,,,,True,98771,,224368920,,0,2.184957,
TurnRate.NO_TI_RIGHT,351,,,,,193.6,,0,,,,,41.30569,b'\x00',,0,3,True,,12,,2.5,,,,True,8016,,225987163,,0,2.147288,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,12,,0.0,,,,True,2233,,224101930,,0,2.14497,
0.0,286,,,,,285.1,,0,,,,,41.272115,b'\x00',,0,1,False,,12,,11.5,,,,True,25724,,636011280,,0,2.213402,
0.0,221,,,,,132.1,,0,,,,,41.297193,b'\x00',,0,1,False,,12,,1.2,,,,False,33245,,636020334,,0,2.466768,
0.0,6,,,,,83.0,,0,,,,,41.13152,b'\x00',,0,1,False,,13,,2.1,,,,False,25724,,354340000,,0,2.34875,
0.0,36,,,,,38.9,,0,,,,,41.167113,b'\x00',,0,1,True,,12,,13.3,,,,True,49253,,636019446,,0,2.065403,
0.0,55,,,,,236.5,,0,,,,,41.347965,b'\x00',,0,1,False,,14,,0.0,,,,False,33286,,224327160,,0,2.162713,
0.0,5,,,,,13.5,,7,,,,,41.374793,b'\x00',,0,1,False,,14,,0.0,,,,False,2205,,224220140,,0,2.185238,
2.0,255,,,,,254.8,,0,,,,,41.284167,b'\x00',,0,1,False,,12,,9.7,,,,True,2233,,566725000,,0,2.250917,
TurnRate.NO_TI_LEFT,342,,,,,350.2,,5,,,,,41.320982,b'\x00',,0,1,False,,12,,8.2,,,,True,2256,,224746000,,0,2.167747,
0.0,5,,,,,253.5,,0,,,,,41.340818,b'\x00',,0,1,False,,14,,0.0,,,,False,49243,,224220360,,0,2.150232,
TurnRate.NO_TI_RIGHT,358,,,,,199.3,,0,,,,,41.305657,b'\x00',,0,3,True,,15,,2.3,,,,True,3968,,225987163,,0,2.147273,
-0.0,192,,,,,99.0,,0,,,,,41.261257,b'\x00',,0,1,False,,16,,1.1,,,,False,25724,,357096000,,0,2.518933,
0.0,26,,,,,310.7,,0,,,,,41.364032,b'\x00',,0,1,False,,14,,0.0,,,,False,25724,,224115180,,0,2.17968,
2.0,112,,,,,99.6,,0,,,,,41.340303,b'\x00',,0,3,False,,17,,0.0,,,,True,2640,,225994881,,0,2.165447,
0.0,5,,,,,73.2,,15,,,,,41.345815,b'\x00',,0,1,False,,14,,0.0,,,,True,66181,,224026000,,0,2.151998,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32772,b'\x00',,0,1,True,,17,,0.1,,,,True,2216,,225987164,,0,2.158153,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340413,b'\x00',,0,1,True,,17,,0.0,,,,True,33429,,224551570,,0,2.165253,
0.0,6,,,,,115.0,,9,,,,,41.369807,b'\x00',,0,1,False,,60,,0.0,,,,True,82019,,224904000,,0,2.185822,
,,1,7,9226918,210,,94,,H9VY,2,26,14,,b'\x00',ESBCN,,5,,False,,1,,70,8.3,12,,,0,354340000,,0,,MSC MELISSA
0.0,217,,,,,107.3,,0,,,,,41.311013,b'\x00',,0,1,False,,18,,0.0,,,,True,66209,,636020899,,0,2.150933,
TurnRate.NO_TI_DEFAULT,511,,,,,185.0,,5,,,,,41.339767,b'\x00',,0,1,False,,18,,8.9,,,,False,66216,,224350720,,0,2.167483,
0.0,208,,,,,304.5,,5,,,,,41.38025,b'\x00',,0,3,False,,18,,0.0,,,,False,84554,,319227500,,0,2.185187,
11.0,346,,,,,348.3,,0,,,,,41.322177,b'\x00',,0,3,False,,17,,7.9,,,,True,3824,,613013405,,0,2.167408,
TurnRate.NO_TI_DEFAULT,511,,,,,347.0,,0,,,,,41.322813,b'\x00',,0,1,False,,19,,7.1,,,,False,82051,,224569880,,0,2.16714,
TurnRate.NO_TI_RIGHT,5,,,,,208.1,,0,,,,,41.305617,b'\x00',,0,1,True,,19,,2.2,,,,True,2253,,225987163,,0,2.14725,
-2.0,8,,,,,284.6,,0,,,,,41.371303,b'\x00',,0,1,False,,19,,0.0,,,,False,25724,,224588000,,0,2.17718,
,,15,18,,,,,,,2,,,41.340815,b'\x00\x00',,,4,True,,19,,,,,11,False,25724,31,2240002,2024,0,2.164628,
0.0,111,,,,,108.2,,0,,,,,41.337808,b'\x00',,0,1,False,,20,,0.2,,,,True,49295,,224569790,,0,2.165843,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,19,,,,,11,False,66306,31,2240991,2024,0,2.141278,
12.0,346,,,,,348.3,,0,,,,,41.322213,b'\x00',,0,3,False,,18,,7.9,,,,True,4320,,613013405,,0,2.167398,
,,15,18,,,,,,,2,,,41.417365,b'\x80\x00',,,4,True,,20,,,,,11,False,2250,31,2241128,2024,0,2.114155,
0.0,6,,,,,81.0,,0,,,,,41.13153,b'\x00',,0,1,False,,21,,2.0,,,,False,49313,,354340000,,0,2.348852,
TurnRate.NO_TI_DEFAULT,511,,,,,2.5,,15,,,,,41.34631,b'\x00',,0,1,False,,19,,0.0,,,,True,82010,,225394000,,0,2.15215,
0.0,250,,,,,142.4,,5,,,,,41.378672,b'\x00',,0,3,False,,19,,0.0,,,,False,0,,319086800,,0,2.186667,
-7.0,111,,,,,115.7,,0,,,,,41.340305,b'\x00',,0,3,False,,21,,0.1,,,,True,22961,,225994881,,0,2.165447,
TurnRate.NO_TI_DEFAULT,511,,,,,257.6,,0,,,,,41.378743,b'\x00',,0,1,True,,22,,0.0,,,,False,82032,,224001990,,0,2.182613,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340587,b'\x00',,0,1,True,,21,,0.0,,,,True,2260,,224304570,,0,2.165337,
0.0,55,,,,,236.5,,0,,,,,41.347962,b'\x00',,0,1,False,,23,,0.0,,,,False,33607,,224327160,,0,2.162717,
TurnRate.NO_TI_DEFAULT,511,,,,,151.8,,7,,,,,41.372977,b'\x00',,0,1,True,,22,,0.0,,,,True,49234,,224368920,,0,2.18496,
TurnRate.NO_TI_RIGHT,15,,,,,214.1,,0,,,,,41.305593,b'\x00',,0,3,True,,22,,2.1,,,,True,7920,,225987163,,0,2.147228,
0.0,285,,,,,285.1,,0,,,,,41.27226,b'\x00',,0,1,False,,22,,11.5,,,,True,25724,,636011280,,0,2.21272,
-14.0,111,,,,,132.4,,0,,,,,41.340307,b'\x00',,0,1,False,,23,,0.1,,,,True,0,,225994881,,0,2.165447,
